customer_id,gender,age,contract_type,monthly_charges,total_charges,churn_status
7771,Male,69,One Year,35.3,2296.38,Not Churned
7772,Male,43,Month-to-Month,44.66,3122.75,Not Churned
7773,Female,29,One Year,50.16,3573.85,Not Churned
7774,Male,43,One Year,34.48,4187.11,Not Churned
7775,Female,61,Month-to-Month,59.71,2669.94,Not Churned
7776,Male,43,Two Year,57.68,1874.57,Not Churned
7777,Male,31,Month-to-Month,55.01,4443.09,Not Churned
7778,Male,62,Two Year,84.17,3983.71,Churned
7779,Male,44,Month-to-Month,60.27,2468.71,Churned
7780,Male,51,One Year,36.88,4243.95,Churned
7781,Female,28,Two Year,41.67,1663.26,Churned
7782,Female,50,Month-to-Month,38.54,2756.84,Not Churned
7783,Male,26,Month-to-Month,85.65,4883.73,Not Churned
7784,Male,49,Two Year,79.88,4694.49,Not Churned
7785,Male,25,Two Year,56.4,559.37,Churned
7786,Female,46,One Year,65.47,960.26,Not Churned
7787,Male,44,One Year,63.77,4927.93,Churned
7788,Male,61,Month-to-Month,76.14,1762.26,Not Churned
7789,Male,18,Month-to-Month,98.89,1371.05,Churned
7790,Female,62,Month-to-Month,61.06,1177.5,Churned
7791,Male,19,One Year,61.93,1941.85,Not Churned
7792,Female,61,Month-to-Month,72.69,2150.48,Churned
7793,Female,37,Month-to-Month,58.19,2054.86,Not Churned
7794,Female,33,Two Year,97.33,2677.59,Not Churned
7795,Male,52,Two Year,71.1,971.58,Churned
7796,Male,44,One Year,68.53,2600.74,Not Churned
7797,Male,35,Month-to-Month,43.47,4302.27,Churned
7798,Female,29,Month-to-Month,77.67,601.0,Not Churned
7799,Female,21,Month-to-Month,60.99,840.81,Not Churned
7800,Female,58,Two Year,82.07,4346.82,Churned
7801,Female,22,Two Year,91.88,4149.69,Churned
7802,Female,70,Month-to-Month,88.37,3151.46,Churned
7803,Male,69,One Year,35.26,643.76,Not Churned
7804,Male,31,Month-to-Month,50.01,3894.82,Not Churned
7805,Male,70,Month-to-Month,86.56,667.56,Churned
7806,Female,26,One Year,72.69,619.31,Churned
7807,Female,45,Two Year,86.35,2003.35,Churned
7808,Female,19,One Year,55.41,3641.66,Churned
7809,Female,38,One Year,31.88,3398.94,Churned
7810,Male,18,Month-to-Month,85.86,4738.13,Not Churned
7811,Female,33,Month-to-Month,93.16,937.4,Not Churned
7812,Male,61,Two Year,30.34,4446.06,Not Churned
7813,Male,42,Month-to-Month,55.44,1306.66,Churned
7814,Female,53,Month-to-Month,43.92,4793.77,Churned
7815,Female,28,Two Year,69.43,1730.8,Churned
7816,Female,55,Month-to-Month,96.35,2882.6,Churned
7817,Male,23,Two Year,40.43,1792.64,Not Churned
7818,Male,26,Two Year,92.61,1872.34,Churned
7819,Male,35,One Year,45.34,3959.33,Not Churned
7820,Male,70,One Year,73.44,3751.85,Churned
7821,Female,18,One Year,73.66,3877.94,Not Churned
7822,Female,62,One Year,74.5,3266.16,Churned
7823,Female,54,Month-to-Month,93.42,1383.52,Not Churned
7824,Male,38,One Year,33.88,4348.05,Not Churned
7825,Female,62,One Year,54.13,4082.56,Not Churned
7826,Female,67,Month-to-Month,98.14,1555.91,Churned
7827,Female,33,One Year,98.34,1426.56,Not Churned
7828,Female,69,One Year,33.38,3264.23,Churned
7829,Female,46,Month-to-Month,82.36,3276.7,Churned
7830,Male,23,One Year,66.73,562.5,Not Churned
7831,Male,44,Two Year,59.92,2124.12,Churned
7832,Female,34,Two Year,67.07,3237.4,Not Churned
7833,Female,30,Two Year,92.4,1361.47,Churned
7834,Female,59,One Year,98.27,1487.17,Churned
7835,Male,39,Two Year,56.89,4512.11,Churned
7836,Female,60,Month-to-Month,49.54,2736.83,Not Churned
7837,Female,43,One Year,69.77,4350.32,Churned
7838,Female,66,One Year,43.24,1119.06,Churned
7839,Female,32,One Year,66.7,3134.6,Churned
7840,Male,48,One Year,31.57,4525.2,Not Churned
7841,Male,40,Two Year,51.27,2279.38,Churned
7842,Female,29,Two Year,86.96,2105.4,Not Churned
7843,Male,41,Month-to-Month,63.17,4843.42,Not Churned
7844,Female,32,One Year,81.74,2670.45,Not Churned
7845,Female,59,Two Year,57.28,3808.77,Churned
7846,Female,59,Month-to-Month,75.48,533.06,Churned
7847,Male,53,Two Year,80.05,1410.48,Churned
7848,Female,68,One Year,52.65,1784.37,Churned
7849,Male,43,One Year,41.79,1377.29,Not Churned
7850,Female,69,One Year,91.83,2864.24,Churned
7851,Female,19,One Year,96.84,1261.6,Churned
7852,Male,29,Month-to-Month,68.53,3703.48,Not Churned
7853,Male,37,Month-to-Month,90.26,1635.87,Churned
7854,Male,31,Month-to-Month,92.81,1253.26,Not Churned
7855,Female,42,Month-to-Month,46.95,2010.91,Not Churned
7856,Female,30,Month-to-Month,49.51,4886.18,Churned
7857,Female,23,One Year,96.01,2422.05,Not Churned
7858,Female,47,Month-to-Month,80.94,3165.62,Not Churned
7859,Female,33,Month-to-Month,45.15,3350.38,Not Churned
7860,Male,48,One Year,40.22,2833.85,Churned
7861,Female,61,Two Year,31.77,1099.47,Not Churned
7862,Male,67,Two Year,98.36,4701.69,Churned
7863,Female,64,Two Year,83.3,4191.17,Not Churned
7864,Female,27,Two Year,94.65,2157.87,Not Churned
7865,Female,28,Month-to-Month,79.06,4346.23,Churned
7866,Female,32,Month-to-Month,43.57,4100.6,Not Churned
7867,Male,70,Two Year,32.63,2187.95,Churned
7868,Male,53,One Year,76.53,2120.37,Churned
7869,Female,30,Month-to-Month,70.67,4049.54,Not Churned
7870,Male,26,One Year,57.28,4281.02,Churned
7871,Male,19,Month-to-Month,76.02,1440.0,Churned
7872,Male,49,One Year,86.44,1984.44,Not Churned
7873,Male,59,One Year,43.52,3289.99,Not Churned
7874,Female,25,Two Year,37.84,3457.58,Not Churned
7875,Male,43,Month-to-Month,60.49,2335.68,Not Churned
7876,Male,55,One Year,76.62,1551.87,Not Churned
7877,Male,44,Month-to-Month,68.43,3265.64,Not Churned
7878,Female,29,Month-to-Month,47.66,2795.96,Not Churned
7879,Female,49,Two Year,36.23,4055.52,Churned
7880,Female,50,Month-to-Month,69.12,2888.06,Not Churned
7881,Female,53,One Year,89.72,3922.19,Not Churned
7882,Female,41,Month-to-Month,66.47,803.27,Not Churned
7883,Male,19,Two Year,64.82,686.83,Not Churned
7884,Female,35,Month-to-Month,34.3,1452.08,Churned
7885,Male,49,One Year,77.47,1881.42,Churned
7886,Female,67,One Year,98.81,792.1,Churned
7887,Female,18,Month-to-Month,57.39,1649.38,Churned
7888,Female,50,One Year,30.77,1423.05,Not Churned
7889,Male,24,Month-to-Month,38.1,2747.06,Not Churned
7890,Male,43,One Year,94.06,4489.43,Churned
7891,Female,29,Two Year,47.37,3406.13,Churned
7892,Male,66,Month-to-Month,32.01,1460.14,Churned
7893,Male,27,One Year,42.13,1163.53,Churned
7894,Male,42,Two Year,97.55,2504.78,Not Churned
7895,Male,32,Month-to-Month,40.18,2013.12,Not Churned
7896,Male,39,Month-to-Month,80.39,1509.03,Not Churned
7897,Male,48,Month-to-Month,51.91,3674.32,Churned
7898,Male,28,Month-to-Month,62.63,4899.66,Not Churned
7899,Male,49,One Year,73.71,2220.34,Churned
7900,Female,36,One Year,71.45,2862.88,Not Churned
7901,Female,51,Month-to-Month,35.95,3013.95,Churned
7902,Female,25,Two Year,83.49,4595.15,Not Churned
7903,Female,47,Month-to-Month,71.75,2090.15,Not Churned
7904,Male,56,One Year,40.41,1925.15,Churned
7905,Female,57,Two Year,78.19,4688.96,Churned
7906,Male,67,One Year,72.45,2525.07,Not Churned
7907,Male,37,Month-to-Month,38.43,3836.55,Not Churned
7908,Male,39,Two Year,52.34,3516.28,Churned
7909,Male,55,One Year,43.66,3798.52,Not Churned
7910,Male,30,Month-to-Month,65.65,2463.38,Not Churned
7911,Female,49,Month-to-Month,35.17,4756.99,Not Churned
7912,Female,47,Two Year,67.75,2286.91,Churned
7913,Male,22,One Year,65.62,2379.56,Churned
7914,Male,25,Month-to-Month,34.97,3389.16,Not Churned
7915,Female,58,One Year,87.69,2623.22,Not Churned
7916,Male,38,Two Year,39.29,3933.46,Not Churned
7917,Male,63,One Year,64.66,1546.36,Churned
7918,Male,23,One Year,35.03,4311.16,Not Churned
7919,Male,50,One Year,35.17,2553.6,Churned
7920,Male,29,One Year,68.47,3628.43,Churned
7921,Female,40,Month-to-Month,62.81,1300.28,Churned
7922,Female,24,One Year,64.35,2281.98,Churned
7923,Male,53,Two Year,93.21,4509.05,Not Churned
7924,Male,32,Month-to-Month,95.13,3947.31,Churned
7925,Male,36,One Year,30.85,3823.61,Churned
7926,Male,22,One Year,62.7,1345.08,Churned
7927,Male,27,Month-to-Month,75.08,3775.4,Churned
7928,Male,33,Two Year,57.63,4481.92,Not Churned
7929,Female,48,Month-to-Month,34.58,1195.19,Churned
7930,Male,56,Month-to-Month,90.43,4933.83,Not Churned
7931,Female,58,One Year,66.04,2348.04,Not Churned
7932,Male,53,One Year,85.84,4831.19,Not Churned
7933,Female,33,Two Year,94.28,1838.75,Not Churned
7934,Female,36,One Year,45.33,2897.94,Not Churned
7935,Female,67,One Year,59.66,4111.34,Churned
7936,Female,69,Two Year,65.67,1530.49,Churned
7937,Male,23,Month-to-Month,34.99,4658.29,Churned
7938,Male,51,One Year,50.95,874.34,Churned
7939,Male,42,One Year,99.16,1325.3,Not Churned
7940,Male,42,Two Year,82.3,3481.76,Not Churned
7941,Male,38,Month-to-Month,44.23,3679.65,Not Churned
7942,Female,55,One Year,33.24,3965.33,Not Churned
7943,Female,52,Two Year,46.11,4948.56,Not Churned
7944,Male,42,One Year,46.02,3828.77,Not Churned
7945,Female,57,Two Year,39.35,1579.05,Not Churned
7946,Female,26,Month-to-Month,51.31,1726.79,Not Churned
7947,Female,18,One Year,58.51,3850.7,Churned
7948,Female,32,One Year,91.87,1992.21,Churned
7949,Female,24,Month-to-Month,31.62,3671.44,Churned
7950,Male,65,Month-to-Month,92.08,1696.31,Churned
7951,Female,33,One Year,81.32,1523.88,Not Churned
7952,Male,66,Month-to-Month,67.14,4378.3,Not Churned
7953,Male,52,Month-to-Month,34.39,1724.57,Not Churned
7954,Female,69,Two Year,69.31,2419.69,Churned
7955,Male,68,Month-to-Month,62.07,1072.9,Not Churned
7956,Female,66,Month-to-Month,49.84,1886.36,Churned
7957,Female,23,One Year,49.19,4431.93,Not Churned
7958,Female,28,Month-to-Month,91.1,4628.97,Churned
7959,Male,50,One Year,70.56,1087.58,Churned
7960,Male,57,Two Year,97.98,3676.24,Churned
7961,Male,44,One Year,87.93,2743.97,Churned
7962,Male,70,One Year,64.23,1558.41,Not Churned
7963,Male,26,Month-to-Month,74.01,904.93,Churned
7964,Male,35,Month-to-Month,76.91,1305.84,Churned
7965,Male,51,Month-to-Month,71.03,4529.21,Not Churned
7966,Male,32,One Year,63.95,3151.47,Churned
7967,Female,19,Month-to-Month,97.95,3447.58,Churned
7968,Male,45,Two Year,36.28,1546.61,Not Churned
7969,Male,57,One Year,39.22,3080.98,Churned
7970,Male,37,Month-to-Month,57.23,2311.08,Not Churned
7971,Female,66,One Year,69.48,555.39,Not Churned
7972,Female,51,One Year,79.55,4171.89,Not Churned
7973,Male,44,Month-to-Month,40.09,933.15,Churned
7974,Female,43,One Year,94.15,3584.07,Not Churned
7975,Male,34,Two Year,42.96,3250.1,Churned
7976,Male,35,Two Year,60.86,1187.34,Not Churned
7977,Male,65,One Year,48.93,3469.54,Not Churned
7978,Male,27,Two Year,68.3,2598.33,Not Churned
7979,Male,43,Month-to-Month,78.95,2767.39,Not Churned
7980,Male,27,Two Year,57.19,1431.91,Not Churned
7981,Female,70,Month-to-Month,73.97,4849.69,Churned
7982,Female,51,Month-to-Month,49.73,731.1,Churned
7983,Male,48,One Year,46.81,3611.73,Not Churned
7984,Female,70,Month-to-Month,43.39,1944.29,Churned
7985,Male,67,One Year,33.9,4025.64,Churned
7986,Male,33,Month-to-Month,49.7,2476.33,Not Churned
7987,Female,70,Month-to-Month,35.55,2330.64,Churned
7988,Male,51,One Year,60.6,2935.14,Churned
7989,Male,69,One Year,87.9,4269.05,Churned
7990,Male,46,Month-to-Month,34.51,2120.92,Churned
7991,Female,47,Two Year,56.63,4689.13,Not Churned
7992,Male,56,One Year,44.17,983.0,Not Churned
7993,Male,60,Month-to-Month,39.4,3384.43,Churned
7994,Male,53,Two Year,44.65,4890.74,Not Churned
7995,Male,57,One Year,49.29,3744.25,Churned
7996,Female,36,Month-to-Month,32.28,1938.64,Churned
7997,Female,53,Two Year,98.96,2255.33,Not Churned
7998,Male,54,One Year,98.4,572.02,Not Churned
7999,Male,70,One Year,39.72,4264.25,Churned
8000,Male,29,One Year,78.87,3917.48,Not Churned
8001,Female,53,One Year,82.02,4449.39,Not Churned
8002,Female,49,Month-to-Month,30.54,3096.21,Not Churned
8003,Female,67,One Year,73.02,2589.62,Churned
8004,Male,27,One Year,95.21,2016.44,Churned
8005,Male,58,Month-to-Month,87.5,2259.32,Not Churned
8006,Female,49,Two Year,43.21,943.45,Churned
8007,Female,70,Two Year,66.29,1277.04,Churned
8008,Female,20,Two Year,74.7,1598.71,Not Churned
8009,Female,50,Month-to-Month,55.26,2022.02,Not Churned
8010,Female,26,Month-to-Month,38.47,4813.75,Not Churned
8011,Male,32,Month-to-Month,95.54,2578.22,Churned
8012,Female,42,One Year,76.52,1420.54,Not Churned
8013,Male,61,Month-to-Month,72.64,1248.1,Churned
8014,Female,27,One Year,39.17,2311.03,Not Churned
8015,Female,34,Two Year,95.29,941.88,Churned
8016,Female,40,Month-to-Month,69.93,1569.09,Not Churned
8017,Female,43,One Year,70.4,4705.43,Churned
8018,Male,33,Month-to-Month,59.37,3080.47,Churned
8019,Male,47,Month-to-Month,99.43,1745.73,Churned
8020,Female,34,One Year,53.65,1707.42,Churned
8021,Male,27,Month-to-Month,90.45,4593.1,Not Churned
8022,Male,25,Month-to-Month,58.19,3389.91,Churned
8023,Male,40,One Year,82.32,1343.88,Churned
8024,Male,24,Month-to-Month,84.22,4280.07,Not Churned
8025,Female,41,Two Year,81.58,4052.02,Not Churned
8026,Male,33,One Year,34.8,2379.81,Not Churned
8027,Male,42,Month-to-Month,81.07,2604.89,Churned
8028,Male,26,Two Year,44.85,4289.3,Churned
8029,Male,23,Two Year,92.23,4789.39,Not Churned
8030,Female,70,One Year,66.92,1186.65,Churned
8031,Female,37,Month-to-Month,79.05,4771.67,Churned
8032,Male,28,Two Year,92.98,1929.4,Churned
8033,Female,21,Two Year,71.47,3717.99,Churned
8034,Female,35,Month-to-Month,37.54,2582.6,Churned
8035,Female,59,One Year,36.93,4844.07,Churned
8036,Male,18,Month-to-Month,86.45,2763.94,Not Churned
8037,Female,20,One Year,72.19,2154.94,Churned
8038,Male,36,Two Year,51.29,947.71,Churned
8039,Female,41,Two Year,53.98,797.79,Not Churned
8040,Female,52,Month-to-Month,44.01,3764.5,Not Churned
8041,Male,48,Month-to-Month,48.15,3343.8,Churned
8042,Female,60,Two Year,45.63,893.77,Churned
8043,Female,21,Month-to-Month,96.23,1803.03,Churned
8044,Female,61,Two Year,85.27,1977.81,Not Churned
8045,Female,44,Two Year,88.86,1555.48,Not Churned
8046,Male,21,One Year,93.59,1816.87,Churned
8047,Male,46,Month-to-Month,49.86,2745.04,Churned
8048,Male,56,One Year,92.25,4480.46,Churned
8049,Male,63,Two Year,91.89,2420.98,Not Churned
8050,Male,36,Two Year,47.87,4928.47,Not Churned
8051,Female,68,One Year,91.76,2256.14,Not Churned
8052,Female,46,Month-to-Month,87.87,1790.57,Churned
8053,Male,48,Two Year,60.86,4225.94,Not Churned
8054,Male,38,Two Year,47.53,3135.68,Not Churned
8055,Male,68,Two Year,59.53,2070.48,Not Churned
8056,Male,27,Two Year,59.08,4598.88,Churned
8057,Male,18,Two Year,97.02,3457.72,Churned
8058,Female,55,One Year,72.34,4459.83,Churned
8059,Female,20,One Year,79.74,2648.9,Churned
8060,Male,34,Month-to-Month,63.83,610.09,Churned
8061,Male,25,One Year,99.89,3974.98,Churned
8062,Female,53,Two Year,48.97,4356.0,Churned
8063,Female,43,One Year,75.34,4592.93,Churned
8064,Male,41,Month-to-Month,90.04,2722.86,Not Churned
8065,Male,41,One Year,83.46,1910.26,Not Churned
8066,Male,22,Two Year,85.12,988.91,Not Churned
8067,Male,69,One Year,93.8,2184.69,Not Churned
8068,Female,25,One Year,92.76,2466.46,Not Churned
8069,Male,37,Month-to-Month,82.61,1937.56,Churned
8070,Male,20,One Year,80.48,2900.3,Churned
8071,Male,58,Month-to-Month,75.84,1716.42,Churned
8072,Male,59,Two Year,92.24,3930.22,Churned
8073,Female,24,One Year,99.62,1475.56,Not Churned
8074,Male,54,One Year,50.35,3997.11,Not Churned
8075,Male,24,One Year,70.66,1253.05,Churned
8076,Male,44,One Year,38.8,850.73,Not Churned
8077,Male,21,One Year,49.88,4847.0,Churned
8078,Male,25,Two Year,97.89,1255.5,Not Churned
8079,Male,48,Two Year,89.57,3613.79,Not Churned
8080,Male,28,One Year,62.33,878.25,Churned
8081,Male,32,Month-to-Month,38.4,1203.12,Churned
8082,Male,42,Month-to-Month,57.76,1140.53,Churned
8083,Female,21,One Year,93.59,3731.8,Churned
8084,Female,60,Two Year,68.85,3901.43,Not Churned
8085,Female,41,One Year,89.87,618.04,Churned
8086,Female,34,One Year,36.39,3578.09,Churned
8087,Male,32,One Year,85.52,4210.76,Churned
8088,Female,43,One Year,53.59,3002.76,Not Churned
8089,Male,60,Two Year,69.96,3528.98,Not Churned
8090,Female,36,Two Year,81.72,4298.07,Not Churned
8091,Female,58,Month-to-Month,58.69,4776.81,Churned
8092,Male,57,Month-to-Month,73.04,2803.99,Churned
8093,Female,21,One Year,69.55,776.98,Churned
8094,Female,53,Month-to-Month,36.84,1881.7,Not Churned
8095,Female,30,Month-to-Month,79.76,3669.83,Not Churned
8096,Female,38,One Year,94.34,3055.25,Not Churned
8097,Male,30,One Year,79.68,1546.99,Not Churned
8098,Male,69,One Year,79.42,2557.56,Churned
8099,Male,46,One Year,53.58,4889.7,Not Churned
8100,Female,70,Month-to-Month,83.46,4564.97,Churned
8101,Male,30,Month-to-Month,39.58,3236.43,Churned
8102,Female,25,Month-to-Month,66.41,736.75,Churned
8103,Female,42,Month-to-Month,51.76,841.26,Churned
8104,Female,23,Two Year,91.71,3523.43,Not Churned
8105,Female,38,Two Year,50.75,3182.09,Churned
8106,Male,43,Month-to-Month,42.26,3627.87,Churned
8107,Female,38,Two Year,46.43,2271.07,Not Churned
8108,Male,65,One Year,96.18,525.36,Not Churned
8109,Female,66,Two Year,51.11,3716.64,Churned
8110,Male,60,Month-to-Month,57.59,4763.78,Churned
8111,Female,54,Two Year,68.13,4101.74,Churned
8112,Male,29,One Year,32.67,1856.71,Not Churned
8113,Male,27,Month-to-Month,74.59,2553.26,Not Churned
8114,Female,29,Month-to-Month,94.32,1825.71,Not Churned
8115,Female,65,One Year,50.45,3101.22,Not Churned
8116,Female,33,Two Year,56.75,4560.67,Not Churned
8117,Male,57,One Year,53.19,3183.3,Churned
8118,Female,45,Month-to-Month,95.24,4366.98,Churned
8119,Male,38,Two Year,80.89,2026.82,Not Churned
8120,Female,69,One Year,44.8,4692.37,Churned
8121,Male,26,Month-to-Month,86.02,1015.48,Churned
8122,Male,40,One Year,84.26,787.99,Not Churned
8123,Male,70,One Year,76.96,1456.19,Not Churned
8124,Female,18,One Year,52.76,3495.88,Churned
8125,Male,50,Two Year,65.65,2688.85,Not Churned
8126,Female,38,One Year,67.59,2418.08,Churned
8127,Female,26,Month-to-Month,87.75,2721.19,Churned
8128,Male,70,One Year,61.99,3054.33,Not Churned
8129,Female,49,Month-to-Month,55.22,1705.95,Churned
8130,Male,25,One Year,55.68,1231.31,Not Churned
8131,Male,28,Two Year,37.39,3034.35,Churned
8132,Male,50,One Year,79.87,2577.39,Not Churned
8133,Male,21,Two Year,38.67,2428.21,Not Churned
8134,Male,52,One Year,58.22,4730.23,Churned
8135,Female,69,One Year,99.23,732.81,Churned
8136,Female,43,Two Year,30.6,707.87,Not Churned
8137,Female,53,Two Year,63.56,3717.84,Not Churned
8138,Male,35,Two Year,88.24,2006.31,Churned
8139,Female,49,Month-to-Month,48.95,3112.24,Not Churned
8140,Male,51,Two Year,99.6,4764.82,Not Churned
8141,Male,39,Month-to-Month,65.02,1284.25,Not Churned
8142,Male,49,Two Year,46.5,3497.07,Not Churned
8143,Male,28,Month-to-Month,98.22,637.14,Not Churned
8144,Female,29,Two Year,96.19,4535.65,Not Churned
8145,Male,30,Two Year,84.62,4815.09,Not Churned
8146,Male,24,Month-to-Month,43.08,2008.84,Not Churned
8147,Male,54,One Year,97.96,4622.25,Churned
8148,Male,42,Two Year,96.35,4121.44,Churned
8149,Female,32,One Year,51.59,1732.45,Not Churned
8150,Female,40,Two Year,31.25,1681.77,Churned
8151,Male,62,Month-to-Month,64.75,535.27,Churned
8152,Male,45,Month-to-Month,59.68,575.11,Churned
8153,Male,61,Month-to-Month,76.26,4321.66,Churned
8154,Male,48,Month-to-Month,45.29,3402.11,Churned
8155,Female,30,Two Year,48.96,4886.55,Churned
8156,Female,41,Month-to-Month,50.38,1651.67,Not Churned
8157,Male,32,Month-to-Month,54.27,4347.6,Churned
8158,Female,18,Two Year,61.66,3394.65,Not Churned
8159,Male,67,One Year,34.42,3933.48,Churned
8160,Male,34,Two Year,44.65,733.72,Not Churned
8161,Male,36,One Year,75.44,927.14,Churned
8162,Male,53,One Year,78.49,557.2,Not Churned
8163,Female,34,Two Year,66.35,3732.12,Not Churned
8164,Female,20,Month-to-Month,85.84,2879.65,Churned
8165,Male,31,Month-to-Month,99.85,2425.28,Not Churned
8166,Male,30,Month-to-Month,68.32,4568.33,Churned
8167,Male,60,Two Year,40.13,3508.09,Churned
8168,Female,45,One Year,42.13,4725.42,Not Churned
8169,Female,31,Month-to-Month,91.76,2909.85,Churned
8170,Male,69,Month-to-Month,60.14,3894.58,Churned
8171,Male,33,Month-to-Month,96.6,3345.08,Churned
8172,Female,45,Month-to-Month,48.39,3628.75,Not Churned
8173,Female,69,One Year,96.45,1734.09,Not Churned
8174,Male,25,Month-to-Month,92.58,1470.99,Churned
8175,Male,38,Two Year,69.37,3889.31,Not Churned
8176,Male,61,Two Year,54.14,2035.91,Not Churned
8177,Female,19,One Year,99.74,872.28,Not Churned
8178,Female,37,Month-to-Month,78.95,1960.85,Not Churned
8179,Female,59,Two Year,94.58,1984.45,Churned
8180,Female,54,Two Year,89.43,1318.68,Not Churned
8181,Male,53,One Year,81.3,3558.95,Not Churned
8182,Male,52,One Year,39.74,1927.7,Not Churned
8183,Male,50,One Year,84.89,1348.67,Churned
8184,Male,53,Month-to-Month,89.22,1605.78,Churned
8185,Male,43,One Year,61.54,3110.1,Not Churned
8186,Female,39,Month-to-Month,45.82,969.15,Not Churned
8187,Female,62,Month-to-Month,32.46,3505.06,Not Churned
8188,Female,53,Two Year,85.83,3607.46,Not Churned
8189,Male,33,Month-to-Month,45.08,1490.3,Not Churned
8190,Female,24,Month-to-Month,86.78,1687.89,Not Churned
8191,Female,50,Two Year,58.9,4232.98,Not Churned
8192,Male,18,Two Year,64.86,2849.14,Churned
8193,Female,58,Month-to-Month,51.24,4271.3,Churned
8194,Male,31,One Year,65.05,2957.56,Churned
8195,Male,54,Month-to-Month,94.34,4309.06,Not Churned
8196,Male,22,Two Year,98.92,2162.58,Not Churned
8197,Female,55,One Year,47.16,2179.62,Not Churned
8198,Female,57,Two Year,63.73,528.81,Not Churned
8199,Female,24,Month-to-Month,39.04,3593.06,Not Churned
8200,Female,41,Month-to-Month,76.72,4174.02,Churned
8201,Male,24,Month-to-Month,84.96,1953.14,Not Churned
8202,Male,64,One Year,44.6,2216.89,Not Churned
8203,Male,23,Month-to-Month,71.6,1039.24,Churned
8204,Male,20,Month-to-Month,48.01,1911.18,Not Churned
8205,Male,43,Month-to-Month,33.87,2519.94,Churned
8206,Male,26,Two Year,30.72,4596.39,Churned
8207,Female,32,Month-to-Month,63.63,3088.16,Churned
8208,Female,55,Month-to-Month,47.58,4241.04,Churned
8209,Male,36,Month-to-Month,55.77,3494.75,Not Churned
8210,Male,20,Two Year,92.74,4762.48,Churned
8211,Female,21,Two Year,37.5,505.63,Not Churned
8212,Female,59,One Year,60.56,4811.34,Not Churned
8213,Male,54,One Year,49.27,2443.71,Churned
8214,Female,29,One Year,77.75,3030.42,Not Churned
8215,Female,32,Two Year,97.37,2568.13,Churned
8216,Male,65,Month-to-Month,30.1,3121.27,Not Churned
8217,Male,40,Two Year,97.14,4325.04,Churned
8218,Male,45,One Year,79.68,3122.96,Not Churned
8219,Female,70,Month-to-Month,51.96,2752.44,Not Churned
8220,Female,46,One Year,48.87,4337.94,Churned
8221,Male,62,Month-to-Month,47.23,4128.92,Churned
8222,Male,65,One Year,88.84,3689.14,Not Churned
8223,Male,56,Month-to-Month,61.27,1156.49,Churned
8224,Female,32,Month-to-Month,82.53,4019.81,Not Churned
8225,Female,26,One Year,62.72,2980.02,Not Churned
8226,Male,30,Two Year,58.98,4818.96,Not Churned
8227,Female,62,Two Year,79.18,841.8,Not Churned
8228,Female,34,Two Year,31.02,2369.26,Churned
8229,Male,24,Two Year,73.71,2855.21,Not Churned
8230,Female,52,One Year,70.2,3432.2,Churned
8231,Female,53,Month-to-Month,36.31,3009.88,Not Churned
8232,Female,46,One Year,58.54,4964.67,Not Churned
8233,Male,21,One Year,53.49,1684.6,Not Churned
8234,Male,59,Month-to-Month,37.11,4673.64,Churned
8235,Male,58,Month-to-Month,34.66,3525.98,Churned
8236,Male,26,Two Year,71.84,1834.98,Churned
8237,Male,29,One Year,62.93,1159.02,Not Churned
8238,Male,33,Two Year,91.92,4231.05,Churned
8239,Female,42,Two Year,53.29,750.9,Churned
8240,Male,38,Month-to-Month,37.85,2257.35,Not Churned
8241,Male,43,Two Year,99.87,3946.99,Not Churned
8242,Male,27,Two Year,45.51,4951.3,Churned
8243,Male,66,Month-to-Month,65.95,2211.75,Not Churned
8244,Male,67,Two Year,50.89,1081.42,Not Churned
8245,Male,63,Month-to-Month,45.53,2869.03,Not Churned
8246,Male,35,One Year,76.14,3820.46,Churned
8247,Male,60,One Year,79.89,1691.58,Not Churned
8248,Female,63,Month-to-Month,91.76,1363.96,Churned
8249,Female,27,One Year,75.4,2043.87,Churned
8250,Male,57,Month-to-Month,63.0,3832.69,Not Churned
8251,Female,56,Two Year,94.44,3241.97,Not Churned
8252,Female,59,Two Year,47.82,4544.42,Churned
8253,Male,25,Month-to-Month,54.36,4210.0,Not Churned
8254,Male,68,Two Year,48.0,3279.76,Not Churned
8255,Female,42,Two Year,62.38,4006.42,Churned
8256,Male,47,Month-to-Month,63.53,2199.63,Not Churned
8257,Male,33,One Year,58.01,2739.83,Not Churned
8258,Male,42,Two Year,85.89,1243.88,Not Churned
8259,Female,31,One Year,78.49,3443.08,Churned
8260,Female,52,Month-to-Month,59.53,4428.81,Not Churned
8261,Male,26,Two Year,76.42,4462.98,Not Churned
8262,Male,31,Two Year,59.75,1674.7,Churned
8263,Male,57,Month-to-Month,94.88,4887.47,Churned
8264,Male,69,One Year,58.73,3287.64,Churned
8265,Female,32,One Year,69.41,4228.39,Churned
8266,Female,23,Month-to-Month,59.88,3160.25,Not Churned
8267,Male,63,One Year,90.99,4501.49,Churned
8268,Male,26,Month-to-Month,45.26,3057.0,Churned
8269,Female,69,Two Year,72.89,3710.16,Churned
8270,Male,25,Month-to-Month,79.15,4967.99,Not Churned
8271,Female,46,Two Year,90.19,4444.07,Churned
8272,Male,45,One Year,30.23,1211.57,Churned
8273,Female,62,One Year,40.61,1579.39,Churned
8274,Male,58,Month-to-Month,82.93,2736.42,Churned
